id,index,host_is_superhost,host_total_listings_count,host_identity_verified,colonia,alcaldía,código_postal,latitude,longitude,accommodates,bathrooms,bedrooms,beds,precio,security_deposit,cleaning_fee,guests_included,extra_people,number_of_reviews,first_review,last_review,review_scores_rating,insta_book,flexible_cancel,Tipo Listado,pets_allowed,gym,breakfast,washer,dryer,parking,elevator,pool,smoking_allowed,hot_tub,ad_duration,Entire home/apt,ln_price,nombre_x,pi_dist,nombre_y,metro_distance
58955,17,0,1,1,Roma Norte,Cuauhtémoc,6700,19.42292,-99.15775,2,1.5,1,1,1613,0,474,2,474,39,26/12/11,28/5/19,100,0,0,0,0,0,0,0,1,1,1,0,0,0,90.64662519,1,7.385851078,Arena México,0.679148146,Cuauhtémoc_1_2,0.452855556
67703,44,1,4,1,Hipódromo,Cuauhtémoc,6100,19.41375,-99.17028,4,1,2,3,1802,3794,0,2,285,39,17/11/11,24/2/19,98,0,0,1,0,0,0,1,1,0,0,0,0,0,91.92796567,1,7.496652438,La Condesa,0.717690808,Sevilla,0.906473882
70644,80,1,4,1,Coyoacán,Coyoacán,4100,19.35601,-99.16167,2,1,1,1,1043,5691,1138,2,0,92,14/2/12,12/4/19,98,1,0,1,0,0,0,1,1,1,0,0,0,0,89.00388098,1,6.949856455,Museo Frida Kahlo,0.125432033,Coyoacán,1.11037451
171109,104,1,2,0,Nápoles,Benito Juárez,,19.39549,-99.17616,2,1,1,1,285,0,0,1,150,59,18/3/14,20/6/19,97,0,0,1,0,0,0,1,1,1,1,0,0,0,63.93560443,0,5.65248918,La Condesa,2.075343143,San Pedro de Los Pinos,1.109404595
180808,141,1,2,1,Juárez,Cuauhtémoc,6600,19.42428,-99.16843,2,1.5,1,1,1024,0,664,1,379,34,25/4/12,15/6/19,94,1,0,1,0,0,0,0,1,1,1,0,0,0,86.67118421,1,6.931471806,Monumento a los Héroes de la Independencia,0.315715987,Sevilla,0.358963218
187030,164,1,6,1,Condesa,Cuauhtémoc,,19.41033,-99.17647,6,1,2,3,1613,12141,0,1,0,92,1/11/11,9/7/19,91,0,0,1,0,0,0,1,1,1,0,0,0,0,92.45364381,1,7.385851078,La Condesa,0.429188507,Patriotismo_1_2,0.566305401
194937,194,1,6,1,Condesa,Cuauhtémoc,,19.41113,-99.17762,3,1,1,1,1613,10244,0,1,0,54,7/12/11,1/7/19,92,0,0,1,0,0,0,1,1,1,0,0,0,0,91.27086798,1,7.385851078,La Condesa,0.339087292,Juanacatlán,0.506231008
198778,224,0,2,1,Condesa,Cuauhtémoc,,19.41395,-99.17948,4,1,2,2,911,3794,474,1,95,161,13/9/11,17/6/19,92,0,0,1,1,0,0,0,1,1,0,0,0,0,94.06353313,1,6.814542897,La Condesa,0.248803528,Juanacatlán,0.295502956
204887,254,1,2,1,Escandón,Miguel Hidalgo,,19.40409,-99.17731,2,1,1,1,797,10000,300,1,0,23,1/7/12,30/5/19,92,0,0,1,0,0,1,1,0,0,0,0,0,0,84.46990698,1,6.680854679,La Condesa,1.117438811,Patriotismo_1_2,0.206426112
245507,291,1,21,1,Juárez,Cuauhtémoc,6600,19.4251,-99.17067,3,1,1,1,1309,2846,379,2,285,251,17/10/11,23/6/19,96,1,0,1,0,0,0,1,1,1,0,0,0,0,92.94646707,1,7.177018766,Monumento a los Héroes de la Independencia,0.376038782,Sevilla,0.356161142
246057,321,1,21,1,Juárez,Cuauhtémoc,6600,19.42373,-99.1714,5,2,2,4,1423,2846,285,2,285,232,2/11/11,6/7/19,98,0,0,1,0,0,0,0,1,1,0,0,0,0,92.42078893,1,7.260522598,Monumento a los Héroes de la Independencia,0.532266565,Sevilla,0.215229736
255354,345,0,1,1,,Azcapotzalco,,19.49886,-99.19172,3,0,1,1,628,0,0,1,0,10,17/11/18,14/6/19,100,0,1,0,0,0,0,0,0,0,0,0,0,0,7.950881948,0,6.442540166,Polanco,7.227987337,Tezozómoc,0.656261012
261897,374,1,1,1,Roma Norte,Cuauhtémoc,6700,19.41835,-99.17363,3,1,1,2,1176,1897,569,2,569,323,1/1/12,16/6/19,95,1,0,0,0,0,0,0,1,1,0,0,1,0,90.44949588,1,7.069874128,La Condesa,0.593178187,Chapultepec,0.375489891
281134,404,0,10,0,Condesa,Cuauhtémoc,,19.41125,-99.17634,3,1,1,1,2751,0,0,1,500,6,5/1/15,7/4/19,97,0,0,1,0,0,0,1,1,1,0,0,0,0,54.30912339,1,7.919719761,La Condesa,0.331695155,Juanacatlán,0.627972894
298873,442,1,1,0,Centro Histórico,Cuauhtémoc,6000,19.43327,-99.14527,4,2,2,2,1802,0,0,4,379,118,19/4/12,9/6/19,96,0,0,0,0,1,0,1,1,1,1,1,0,0,86.86831352,1,7.496652438,Alameda Central,0.300664831,Juárez_1_3,0.256644268
323030,464,0,2,1,Condesa,Cuauhtémoc,,19.4157,-99.17747,4,1,2,3,911,3794,474,1,95,175,31/3/12,28/5/19,93,0,0,1,1,0,0,0,1,0,0,0,0,0,87.49255632,1,6.814542897,La Condesa,0.176868316,Chapultepec,0.514706739
324769,495,1,1,1,,Miguel Hidalgo,11479,19.45809,-99.19258,6,2,2,3,664,9485,569,2,190,34,1/6/13,6/7/19,95,1,0,0,0,1,0,1,1,1,1,0,0,0,73.46352081,1,6.498282149,Polanco,2.704521256,Tacuba,0.428628531
325812,532,0,1,0,Centro Histórico,Cuauhtémoc,6000,19.43453,-99.14675,2,1,1,2,645,0,360,1,285,102,16/2/14,23/2/19,96,0,1,0,0,1,0,0,1,0,1,1,0,0,64.92125095,0,6.469250317,Alameda Central,0.315679228,Juárez_1_3,0.164002953
331788,554,0,1,0,Roma Norte,Cuauhtémoc,6700,19.41942,-99.17373,2,1,1,1,1461,2276,379,1,0,308,13/3/12,6/7/19,96,1,0,0,0,0,0,0,1,0,0,0,0,0,88.08394423,1,7.286876412,La Condesa,0.685274433,Chapultepec,0.313624781
370092,584,0,3,0,Hipódromo,Cuauhtémoc,,19.40179,-99.17009,4,1,0,2,645,4000,509,3,96,262,4/4/12,1/7/19,90,0,0,1,0,0,0,1,1,1,1,0,0,0,87.36113678,1,6.469250317,La Condesa,1.557824816,Chilpancingo_1_2,0.478786404
386265,605,0,3,1,Coyoacán,Coyoacán,4040,19.34303,-99.15425,2,1,1,1,266,0,256,1,0,8,13/5/14,26/3/19,90,0,0,1,0,0,0,1,1,1,1,0,0,0,62.09573092,0,5.583496309,Coyoacán,1.210019907,Tasqueña,1.387860269
397408,645,1,1,1,Polanco,Miguel Hidalgo,,19.43858,-99.21286,3,1,2,2,911,3794,228,2,228,144,4/6/12,30/6/19,97,0,0,0,0,0,0,1,1,0,0,0,0,0,85.35698885,1,6.814542897,Polanco,1.881920738,Cuatro Caminos,2.216388993
419110,674,0,1,1,Condesa,Cuauhtémoc,6170,19.41238,-99.17722,2,1,1,1,531,0,95,2,341,52,19/7/16,2/6/19,97,1,0,0,0,0,0,1,1,1,0,0,0,0,35.87753342,0,6.274762021,La Condesa,0.196333359,Juanacatlán,0.511644485
422159,707,0,4,1,Postal,Benito Juárez,3530,19.38942,-99.1358,2,1,1,1,417,0,200,2,100,7,17/1/18,9/5/19,100,1,1,1,1,0,0,0,0,1,0,0,0,0,17.90591183,0,6.033086222,Arena México,4.235727877,Villa de Cortés,0.367351305
454693,734,1,1,0,Hipódromo,Cuauhtémoc,6140,19.40618,-99.17342,4,1.5,1,2,1138,7588,911,2,379,196,20/7/12,10/6/19,98,0,0,0,0,0,0,0,1,0,1,0,0,0,83.84566418,1,7.037027615,La Condesa,0.966024687,Patriotismo_1_2,0.532830289
480752,764,1,2,0,Condesa,Cuauhtémoc,6140,19.41766,-99.1764,4,1,2,3,1669,9485,1043,1,285,162,3/1/13,10/7/19,94,0,0,1,0,0,0,1,1,0,1,0,0,0,78.35889854,1,7.419979924,La Condesa,0.397837033,Chapultepec,0.28920651
489774,795,0,15,1,Polanco,Miguel Hidalgo,11550,19.4435,-99.20307,6,2,2,3,1328,0,759,3,152,38,12/7/15,10/5/19,95,0,0,1,0,1,0,1,1,1,1,1,0,1,48.13240518,1,7.19142933,Polanco,1.321794324,San Joaquín,1.222032174
561743,824,0,2,1,Condesa,Cuauhtémoc,,19.40735,-99.18078,4,1,1,1,1195,0,200,1,0,2,2/1/15,14/4/19,100,0,0,1,0,1,0,1,1,0,0,0,0,0,54.40768804,1,7.085901464,La Condesa,0.847084595,Patriotismo_1_2,0.311306038
567176,859,0,1,1,Santa María La Ribera,Cuauhtémoc,6400,19.4545,-99.15792,1,1,1,1,209,0,150,1,100,21,1/8/15,31/3/19,99,0,0,0,0,0,0,1,0,0,0,0,0,0,47.4753075,0,5.342334252,Monumento y Museo de la Revolución,2.139058128,Buenavista_1_4,1.06595035
571166,884,0,10,0,Condesa,Cuauhtémoc,6140,19.41131,-99.1769,3,1,1,1,2504,3982,0,2,500,1,8/2/19,8/2/19,80,0,0,1,0,0,0,1,1,1,0,0,0,0,5.191071685,1,7.825644732,La Condesa,0.3157337,Juanacatlán,0.569993201
613181,900,0,2,1,Centro Histórico,Cuauhtémoc,6000,19.43888,-99.13617,4,1,2,3,1878,0,171,1,0,161,9/8/12,13/7/19,95,1,0,1,1,0,0,0,1,0,0,0,1,0,83.1885665,1,7.53796266,Murales de Diego Rivera en la Secretaría de Educación Pública,0.484169304,Allende,0.382697243
618711,945,1,5,1,Anzures,Miguel Hidalgo,11460,19.44566,-99.18688,1,1,1,1,190,0,0,1,97,60,19/9/12,9/4/19,96,0,0,1,0,0,0,1,1,0,0,0,0,0,81.84151625,0,5.247024072,Polanco,1.592580099,San Joaquín,0.495684259
628081,974,1,1,0,Roma Norte,Cuauhtémoc,6700,19.41789,-99.17209,3,1,1,1,1631,1518,417,2,341,206,11/12/12,7/7/19,97,0,0,0,0,0,0,0,1,0,0,0,1,0,79.11456087,1,7.396948603,La Condesa,0.671298608,Sevilla,0.467046046
635324,999,1,2,1,Campestre/Guadalupe Inn,Álvaro Obregón,,19.35323,-99.19343,2,1,1,1,759,1897,0,1,0,134,2/12/12,13/7/19,98,0,1,1,0,0,0,1,1,1,0,0,0,0,79.41025483,1,6.632001777,San Ángel,0.865345559,Barranca del Muerto,1.03050925
674320,1034,1,2,1,Hipódromo,Cuauhtémoc,6100,19.40897,-99.17146,5,2,2,2,2258,1897,474,4,379,181,22/9/12,7/7/19,96,1,0,1,0,0,0,1,1,1,1,0,0,0,81.7429516,1,7.722234745,La Condesa,0.825749922,Chilpancingo_1_2,0.486693755
691019,1073,0,3,1,Centro Histórico,Cuauhtémoc,6000,19.4314,-99.14397,6,2,2,2,1613,3415,569,4,190,213,1/10/12,8/7/19,94,1,0,1,0,1,0,1,1,1,1,1,0,0,81.44725764,1,7.385851078,Torre Latinoamericana,0.448279423,San Juan de Letrán,0.297973686
696031,1095,0,3,1,Anzures,Miguel Hidalgo,11460,19.44298,-99.18343,4,1,2,2,930,3794,474,3,95,141,2/1/13,13/5/19,91,0,0,1,0,0,0,1,1,1,1,0,0,0,78.39175342,1,6.835184586,Polanco,1.624476931,San Joaquín,0.902639804
696037,1125,0,3,1,Anzures,Miguel Hidalgo,11460,19.44284,-99.18504,6,2,3,3,1480,3794,569,6,190,35,31/10/12,9/2/19,91,0,0,1,0,0,0,1,1,1,1,0,0,0,80.46161112,1,7.299797367,Polanco,1.48531385,San Joaquín,0.750412418
712611,1154,0,2,1,Roma Sur,Cuauhtémoc,6700,19.41031,-99.16434,4,1,1,1,1233,2846,360,2,854,146,10/1/13,8/2/19,88,1,0,1,0,0,0,1,1,1,0,0,0,0,78.12891435,1,7.117205503,La Condesa,1.405072637,Chilpancingo_1_2,0.6548453
714392,1185,0,1,1,Polanco,Miguel Hidalgo,11520,19.43648,-99.18578,2,1,1,1,664,2014,395,2,0,67,27/11/12,27/6/19,95,0,0,0,1,0,0,0,1,1,1,0,0,0,79.57452925,1,6.498282149,Polanco,1.067189843,Polanco,0.628236703
729898,1214,1,21,1,Hipódromo,Cuauhtémoc,6100,19.41374,-99.16664,3,1,1,1,1707,3794,379,2,285,240,20/12/12,30/6/19,97,1,0,1,0,0,0,0,0,0,0,0,0,0,78.81886692,1,7.442492723,La Condesa,1.098768157,Chilpancingo_1_2,0.90421592
736107,1247,0,1,1,Roma Norte,Cuauhtémoc,6700,19.42397,-99.15571,4,1,2,2,1100,1897,285,5,0,252,20/1/14,5/5/19,95,0,0,0,1,0,0,0,1,1,0,0,0,0,65.80833282,1,7.003065459,Arena México,0.445556109,Cuauhtémoc_1_2,0.223620194
737328,1281,1,10,1,Colonia Cuauhtémoc,Cuauhtémoc,6500,19.42992,-99.16958,2,1,1,1,1043,0,0,1,0,15,5/1/13,16/6/19,96,1,0,1,0,0,1,1,1,1,0,0,1,0,78.29318877,1,6.949856455,Monumento a los Héroes de la Independencia,0.373640533,Sevilla,0.899967188
783609,1315,1,1,0,Centro Histórico,Cuauhtémoc,6000,19.43345,-99.13883,5,1,1,3,1783,0,0,2,95,54,20/11/17,15/6/19,96,1,1,0,0,0,0,1,1,1,1,0,0,0,19.8114951,1,7.486052618,Casa de los Azulejos,0.169653546,Allende,0.316204505
811088,1334,0,5,1,Condesa,Cuauhtémoc,6140,19.41465,-99.17811,4,1,2,2,1233,1897,379,2,0,11,31/12/12,25/5/19,100,1,0,1,0,0,0,0,0,1,0,0,0,0,78.45746319,1,7.117205503,La Condesa,0.118475976,Juanacatlán,0.458372603
822005,1364,0,2,1,Escandón,Miguel Hidalgo,11800,19.40321,-99.17758,6,1,1,1,1081,7588,854,2,360,45,18/8/13,31/3/19,90,0,0,1,0,1,0,0,1,0,0,0,0,0,70.90083985,1,6.985641818,La Condesa,1.21601904,Patriotismo_1_2,0.280736071
824016,1394,0,6,0,Hipódromo,Cuauhtémoc,6100,19.40846,-99.17346,2,1,1,1,892,1899,280,1,95,45,13/8/13,6/5/19,91,1,0,1,0,0,0,1,1,1,0,0,1,0,71.06511427,1,6.793466133,La Condesa,0.738721396,Patriotismo_1_2,0.613732071
826691,1424,0,6,0,Hipódromo,Cuauhtémoc,6100,19.41016,-99.1739,2,1,1,1,816,1500,250,3,0,18,24/10/13,11/5/19,97,0,0,1,0,0,0,1,1,1,0,0,1,0,68.69956262,1,6.704414355,La Condesa,0.556366286,Patriotismo_1_2,0.697432376
826760,1454,0,6,0,Hipódromo,Cuauhtémoc,6100,19.40997,-99.17277,4,1,2,2,1005,2000,300,4,300,14,30/3/13,20/4/19,97,1,0,1,0,0,0,1,1,1,0,0,1,0,75.53337851,1,6.91274282,La Condesa,0.65001893,Chilpancingo_1_2,0.661996554
858277,1484,1,3,1,Condesa,Cuauhtémoc,6170,19.41496,-99.17367,6,2,3,4,3377,2846,759,4,759,124,3/1/13,27/5/19,97,0,0,1,0,0,0,1,1,0,0,0,0,0,78.35889854,1,8.12474302,La Condesa,0.372270463,Chapultepec,0.663284359
865012,1521,1,10,1,Colonia Cuauhtémoc,Cuauhtémoc,6500,19.42994,-99.16954,2,1,1,1,1043,0,0,1,95,26,2/3/13,20/3/19,99,1,0,1,0,0,0,1,1,1,0,0,1,0,76.45331526,1,6.949856455,Monumento a los Héroes de la Independencia,0.373400037,Sevilla,0.902744169
868843,1551,1,10,1,Colonia Cuauhtémoc,Cuauhtémoc,6500,19.43099,-99.17047,2,1,1,1,949,0,0,1,0,22,3/8/14,15/7/19,100,1,0,1,0,0,0,1,1,1,0,0,1,0,59.40163042,1,6.855408799,Monumento a los Héroes de la Independencia,0.523978159,Sevilla,1.011009184
869063,1581,1,10,1,Colonia Cuauhtémoc,Cuauhtémoc,6500,19.42984,-99.16936,2,1,1,1,949,0,0,1,0,7,5/1/16,21/4/19,100,1,0,1,0,0,0,1,1,1,0,0,1,0,42.3170907,1,6.855408799,Monumento a los Héroes de la Independencia,0.354415265,Sevilla,0.894598617
896522,1602,0,4,1,Centro Histórico,Cuauhtémoc,6010,19.43644,-99.13434,2,1,1,1,1043,0,285,1,0,167,8/3/13,30/6/19,95,1,0,1,1,0,0,1,1,1,0,0,0,0,76.25618596,1,6.949856455,Metropolitan Cathedral (Catedral Metropolitana),0.241373871,Allende,0.27047126
939721,1637,1,6,1,Roma Norte,Cuauhtémoc,6700,19.42121,-99.15498,3,1,1,2,1613,5691,285,2,190,362,8/4/13,1/7/19,96,0,0,1,0,0,0,1,1,1,0,0,1,0,75.23768455,1,7.385851078,Arena México,0.51957453,Cuauhtémoc_1_2,0.496504018
940123,1675,1,10,1,Centro Histórico,Cuauhtémoc,6000,19.43245,-99.13868,2,1,1,1,1233,1897,474,2,190,267,1/4/13,23/6/19,97,1,0,1,0,0,0,1,1,1,1,0,0,0,75.46766874,1,7.117205503,Casa de los Azulejos,0.259107434,San Juan de Letrán,0.306996894
997247,1697,1,1,1,Roma Norte,Cuauhtémoc,6700,19.41612,-99.16015,4,1,2,2,1745,3000,250,1,0,303,17/5/13,30/6/19,97,1,0,0,0,0,0,1,1,1,1,0,0,0,73.95634407,1,7.464509835,Arena México,1.302820168,Hospital General_1,0.776553369
1022380,1733,1,10,1,Centro Histórico,Cuauhtémoc,6000,19.43234,-99.13881,4,1,1,1,1764,3794,474,2,190,260,16/4/13,3/7/19,96,1,0,1,0,0,0,1,1,1,1,0,0,0,74.97484548,1,7.475339237,Torre Latinoamericana,0.257105959,San Juan de Letrán,0.288976984
1056473,1754,1,3,1,Condesa,Cuauhtémoc,6700,19.41693,-99.17625,4,2.5,2,2,2466,2846,759,2,0,135,25/9/16,11/7/19,99,0,0,1,0,0,0,1,1,1,1,0,0,0,33.6434013,1,7.810352684,La Condesa,0.32259491,Chapultepec,0.371349493
1074844,1791,1,21,1,Colonia Cuauhtémoc,Cuauhtémoc,6500,19.43094,-99.16601,7,2.5,3,3,1802,5691,474,2,285,191,23/4/13,14/7/19,97,1,0,1,0,0,0,0,0,0,1,0,0,0,74.74486129,1,7.496652438,Monumento a los Héroes de la Independencia,0.469088316,Insurgentes_1_5,0.865819768
1087636,1824,0,2,1,,Coyoacán,4530,19.30461,-99.18307,1,1,1,1,457,2000,0,1,0,21,3/12/14,18/1/19,99,0,0,1,0,0,0,0,0,0,1,0,0,0,55.42618945,0,6.124683391,Estadio Azteca,3.429616036,Universidad,2.386297828
1118385,1837,1,1,0,,Venustiano Carranza,9290,19.41305,-99.08847,1,1,1,1,495,0,0,1,150,86,30/12/13,19/5/19,96,1,0,0,0,0,1,0,1,1,0,0,0,0,66.53114027,0,6.204557763,Palacio Nacional,4.988322044,Gómez Farías,0.410794065
1130658,1862,1,3,1,Acacias/Actipan,Benito Juárez,3230,19.36763,-99.17944,3,1,2,3,797,5000,500,3,150,12,19/11/13,29/6/19,96,1,0,1,0,0,0,1,1,0,1,0,1,0,67.84533563,1,6.680854679,Cineteca Nacional,1.71043467,Insurgentes Sur_1,0.669740429
1170780,1904,1,2,0,San Pedro De Los Pinos,Benito Juárez,3800,19.39174,-99.18851,2,1,1,1,398,0,0,1,0,17,16/3/14,28/4/19,99,0,0,1,0,0,0,1,1,1,0,0,0,0,64.0013142,0,5.986452005,La Condesa,2.761308179,San Pedro de Los Pinos,0.297087719
1282063,1928,0,1,0,Centro Histórico,Cuauhtémoc,6090,19.42797,-99.13297,2,1,1,1,379,0,95,1,0,28,12/12/18,20/5/19,91,1,0,0,0,0,0,0,0,0,0,0,0,0,7.096654962,0,5.937536205,Gran Hotel Ciudad de México,0.484819113,Pino Suárez_1_2,0.226105952
1283294,1971,1,49,1,Zona Rosa,Cuauhtémoc,6600,19.42716,-99.16508,4,1,1,0,1707,6640,550,2,285,94,6/1/14,1/7/19,97,1,0,1,0,1,0,1,1,1,1,1,0,1,66.2683012,1,7.442492723,Monumento a los Héroes de la Independencia,0.278328432,Insurgentes_1_5,0.43999235
1286695,1995,0,1,0,Anzures,Miguel Hidalgo,11590,19.43545,-99.18216,2,1,1,1,1043,4743,474,1,0,15,9/9/16,1/6/19,93,0,0,0,0,0,0,1,1,1,1,0,0,0,34.16907945,1,6.949856455,Polanco,1.418141082,Polanco,0.933485417
1288566,2025,0,4,1,Polanco,Miguel Hidalgo,11550,19.43202,-99.19624,2,1.5,1,1,3529,4458,986,2,949,25,11/3/16,9/7/19,98,0,0,1,1,0,0,1,1,1,1,0,0,0,40.14866835,1,8.168769824,Polanco,0.221587361,Polanco,0.590467161
1337735,2055,1,1,1,Polanco,Miguel Hidalgo,11550,19.43009,-99.19555,4,1,2,2,1802,3794,379,2,0,44,18/10/14,26/4/19,96,0,0,0,0,0,0,1,1,0,0,0,0,0,56.90465923,1,7.496652438,Polanco,0.425524191,Polanco,0.618171726
1380783,2085,0,1,0,Polanco,Miguel Hidalgo,11550,19.42743,-99.19307,3,1,1,2,1613,0,190,2,474,116,20/12/13,29/5/19,99,0,0,0,0,0,0,1,1,1,1,0,0,0,66.82683423,0,7.385851078,Polanco,0.7681083,Auditorio,0.274311842
1404363,2102,1,3,1,Tlacoquemecatl,Benito Juárez,3200,19.37832,-99.17316,2,1,0,1,911,5344,385,1,0,82,18/8/13,25/6/19,96,1,0,1,1,0,0,1,1,0,1,0,1,0,70.90083985,1,6.814542897,Cineteca Nacional,2.142690528,Hospital 20 de Nov.,0.746037181
1411454,2144,1,6,0,Roma Norte,Cuauhtémoc,6700,19.41702,-99.16712,2,1,1,1,1404,3500,400,2,390,228,25/8/13,8/7/19,98,0,0,1,0,0,0,1,1,0,0,0,0,0,70.67085566,1,7.247080585,La Condesa,1.095201559,Sevilla,0.661480686
1433624,2174,1,1,1,San Miguel Chapultepec,Miguel Hidalgo,11850,19.40936,-99.18611,2,1,1,1,417,0,150,2,150,27,12/3/18,24/4/19,99,0,0,0,0,0,0,0,0,1,0,0,0,0,16.13174809,0,6.033086222,La Condesa,1.082311793,Juanacatlán,0.577941086
1441365,2211,1,3,0,Juárez,Cuauhtémoc,6600,19.42225,-99.17296,4,2,2,2,1423,4743,664,2,702,69,4/1/14,30/6/19,96,0,0,1,0,0,0,1,1,1,1,0,1,0,66.33401097,1,7.260522598,Monumento a los Héroes de la Independencia,0.764118974,Sevilla,0.235881258
1460613,2228,1,10,1,Centro Histórico,Cuauhtémoc,6000,19.43212,-99.13768,4,1,1,2,1233,1897,474,2,190,226,21/8/13,2/7/19,98,1,0,1,0,0,0,1,1,0,1,0,0,0,70.8022752,1,7.117205503,Gran Hotel Ciudad de México,0.324309034,San Juan de Letrán,0.386146921
1460721,2265,1,16,1,Polanco,Miguel Hidalgo,11000,19.42282,-99.20421,6,1,2,3,2276,3794,759,4,285,69,29/8/13,10/7/19,98,0,0,1,0,0,0,1,1,1,0,0,0,0,70.53943613,1,7.730174795,Polanco,1.528503264,Auditorio,1.336017023
1472327,2301,0,4,1,Colonia Cuauhtémoc,Cuauhtémoc,6500,19.42997,-99.17165,6,2,2,4,2371,3794,759,2,474,108,28/8/13,7/7/19,96,1,0,1,0,0,0,1,1,1,1,0,1,0,70.57229101,1,7.771067086,Monumento a los Héroes de la Independencia,0.523666791,Sevilla,0.902307652
1476127,2312,1,1,1,Del Valle,Benito Juárez,3100,19.38125,-99.16991,2,1,1,1,588,0,0,2,0,137,4/9/13,11/7/19,99,1,0,0,1,0,1,1,1,1,1,0,1,0,70.34230682,0,6.376726948,Cineteca Nacional,2.34456485,Hospital 20 de Nov.,1.042644848
1483498,2354,1,8,1,Condesa,Cuauhtémoc,6140,19.41116,-99.17872,4,1.5,2,2,1043,3794,379,2,285,157,9/9/13,12/7/19,96,1,0,1,0,0,0,0,1,1,0,0,0,0,70.1780324,1,6.949856455,La Condesa,0.371824514,Juanacatlán,0.400884821
1547284,2372,1,3,1,Tlacoquemecatl,Benito Juárez,3100,19.37845,-99.17226,4,2,2,2,778,4275,385,1,171,37,15/10/13,2/7/19,99,0,0,1,0,0,0,1,1,1,1,0,0,0,68.99525658,1,6.656726524,Cineteca Nacional,2.119657311,Hospital 20 de Nov.,0.737195555
1624047,2428,0,2,1,Juárez,Cuauhtémoc,6600,19.4254,-99.16201,3,1.5,1,2,1328,2276,949,3,474,8,8/3/18,1/7/19,94,1,1,1,0,0,0,1,1,1,0,0,0,0,16.26316762,1,7.19142933,Reforma 222,0.402009101,Insurgentes_1_5,0.239070672
1627630,2444,1,6,0,Hipódromo,Cuauhtémoc,6700,19.41623,-99.16735,3,1,1,2,1594,3500,400,2,390,196,2/10/13,26/6/19,98,0,0,1,0,0,0,1,1,0,0,0,0,0,69.42237007,1,7.374001859,La Condesa,1.049353801,Sevilla,0.722966224
1662282,2477,0,1,1,Roma Norte,Cuauhtémoc,6700,19.41607,-99.15651,4,2,2,3,1518,2846,474,2,190,45,4/10/13,23/4/19,91,0,0,0,0,0,0,1,1,1,0,0,0,0,69.3566603,1,7.325148958,Arena México,1.077868731,Hospital General_1,0.43564699
1664823,2504,0,2,0,Narvarte,Benito Juárez,3000,19.40239,-99.15767,4,1,2,3,759,3794,379,2,190,59,4/11/14,14/7/19,93,1,1,1,0,0,0,1,1,1,1,0,0,0,56.3461262,1,6.632001777,La Condesa,2.420674607,Centro Médico_1_2,0.520264166
1676923,2537,1,2,1,Roma Norte,Cuauhtémoc,6700,19.41975,-99.15769,3,1,1,2,1859,0,0,3,474,166,24/12/13,7/7/19,98,1,0,1,0,0,0,0,1,1,0,0,0,0,66.69541469,1,7.527793988,Arena México,0.839127848,Insurgentes_1_5,0.722779269
1686868,2564,1,2,1,Escandón,Miguel Hidalgo,"06100,",19.40216,-99.18082,5,2,1,2,1688,1897,379,4,379,146,1/11/13,24/6/19,97,1,0,1,0,0,0,1,1,1,1,0,0,0,68.43672355,1,7.431299675,La Condesa,1.387184812,Patriotismo_1_2,0.45446292
1797749,2594,1,6,1,Roma Norte,Cuauhtémoc,6760,19.41209,-99.16542,6,1,2,3,1707,0,256,2,256,68,11/12/13,27/5/19,93,0,0,1,0,0,0,0,1,1,0,0,0,0,67.12252818,1,7.442492723,La Condesa,1.246792119,Chilpancingo_1_2,0.766070976
1826212,2612,0,1,0,Del Valle,Benito Juárez,1227,19.38144,-99.17096,4,2,2,3,892,0,0,3,100,74,20/12/13,8/6/19,96,0,1,0,0,0,0,0,1,1,1,0,0,0,66.82683423,1,6.793466133,Cineteca Nacional,2.392110644,Hospital 20 de Nov.,1.057505329
1850394,2651,1,2,1,Juárez,Cuauhtémoc,6600,19.43067,-99.15634,6,2,2,3,1897,3794,664,4,474,226,23/12/13,28/6/19,96,0,0,1,0,0,0,1,1,1,1,0,0,0,66.72826957,1,7.54802897,Paseo de la Reforma,0.553182292,Cuauhtémoc_1_2,0.587495996
1877286,2691,1,49,1,Juárez,Cuauhtémoc,6600,19.42706,-99.16535,2,1,1,1,1992,1897,550,1,0,71,4/2/14,7/7/19,93,0,0,1,0,1,0,1,1,1,1,1,0,1,65.31550956,1,7.596894438,Monumento a los Héroes de la Independencia,0.249740644,Insurgentes_1_5,0.443344981
1890998,2721,1,3,0,Roma Norte,Cuauhtémoc,6700,19.42149,-99.16888,3,1,1,1,1859,3794,0,2,247,215,2/11/14,22/6/19,98,1,0,1,0,0,0,1,1,0,0,0,0,0,56.41183597,1,7.527793988,Monumento a los Héroes de la Independencia,0.628785753,Sevilla,0.200161271
1919273,2751,1,3,1,Roma Norte,Cuauhtémoc,6700,19.4221,-99.16886,2,1,1,1,398,0,0,1,150,73,20/4/14,31/3/19,94,0,0,1,0,0,0,0,0,0,0,0,0,0,62.85139325,0,5.986452005,Monumento a los Héroes de la Independencia,0.561954643,Sevilla,0.198418677
1919310,2781,1,3,1,Roma Norte,Cuauhtémoc,6700,19.42225,-99.16714,2,1,1,1,379,0,0,1,100,133,24/12/13,1/7/19,93,0,0,1,0,0,0,1,0,0,0,0,0,0,66.69541469,0,5.937536205,Monumento a los Héroes de la Independencia,0.536346398,Sevilla,0.379422276
